winsize;numfeat;img;numthreads;time_conv;time_eigen
3;64;000009.png;1;
0.029515
0.029977
0.032526
0.029284
0.030032
0.031034
0.030549
0.030636
0.030969
0.029140
0.015993
0.015813
0.015928
0.015816
0.016155
0.015690
0.015839
0.016205
0.016014
0.015787
3;64;000009.png;2;
0.029248
0.022762
0.030847
0.027665
0.020607
0.030333
0.022120
0.024106
0.028701
0.036464
0.020925
0.015372
0.016559
0.017133
0.018410
0.017331
0.018207
0.015225
0.016084
0.017239
3;64;000009.png;3;
0.040745
0.025896
0.026666
0.017920
0.019138
0.018525
0.019671
0.021766
0.065965
0.017440
0.020328
0.014052
0.012606
0.011912
0.014169
0.021285
0.012922
0.014116
0.023535
0.020788
3;64;000009.png;4;
0.024221
0.032676
0.027382
0.031663
0.027231
0.028982
0.028331
0.026046
0.021349
0.024140
0.012963
0.018060
0.016512
0.012441
0.015034
0.013387
0.023183
0.014977
0.012712
0.024422
3;64;img_1.jpg;1;
1.049036
1.027051
1.038517
1.046127
1.048478
1.040990
1.319597
1.049615
1.049223
1.055659
0.588337
0.566310
0.573344
0.575378
0.580932
0.573321
0.590331
0.583448
0.570717
0.560865
3;64;img_1.jpg;2;
0.526660
0.522937
0.567616
0.521637
0.578989
0.608992
0.521847
0.674136
0.653828
0.622990
0.720088
0.435875
0.761041
0.440826
0.425632
0.436439
0.763538
0.714027
0.431335
0.424223
3;64;img_1.jpg;3;
0.573607
0.377671
0.362314
0.395120
0.372828
0.377024
0.380032
0.397912
0.370711
0.487319
0.759820
0.811132
0.795132
0.448975
0.562712
0.506331
0.564430
0.394449
0.453440
0.814591
3;64;img_1.jpg;4;
0.413522
0.365324
0.359736
0.387121
0.548187
0.611075
0.285267
0.280982
0.255518
0.346436
0.411904
0.798495
0.429164
0.475116
0.502898
0.434175
0.509932
0.558810
0.481753
0.438376
3;64;img_2.jpg;1;
0.519209
0.524157
0.541884
0.601266
0.534201
0.519352
0.521899
0.528099
0.547151
0.520185
0.289432
0.286473
0.296098
0.349334
0.310751
0.290551
0.288632
0.292337
0.340722
0.289015
3;64;img_2.jpg;2;
0.266616
0.289107
0.312949
0.272166
0.287207
0.291649
0.306742
0.349896
0.266950
0.293039
0.402209
0.431871
0.239871
0.221574
0.288952
0.241354
0.235279
0.419064
0.415818
0.241436
3;64;img_2.jpg;3;
0.264784
0.196359
0.197108
0.182232
0.191319
0.181735
0.181646
0.183201
0.184042
0.181483
0.276743
0.271882
0.220392
0.257438
0.243380
0.433833
0.248117
0.234255
0.437771
0.207224
3;64;img_2.jpg;4;
0.140199
0.140186
0.144810
0.139653
0.139740
0.140695
0.140993
0.155454
0.140569
0.140594
0.230735
0.268590
0.441333
0.291155
0.465971
0.230877
0.305961
0.442224
0.449800
0.264417
3;64;img_3.jpg;1;
0.806434
0.802572
0.805574
0.813218
0.805090
0.803918
0.807825
0.807311
0.816395
0.802777
0.444183
0.442666
0.444827
0.446411
0.445126
0.443837
0.446021
0.444038
0.452343
0.444749
3;64;img_3.jpg;2;
0.407161
0.409102
0.421725
0.408303
0.409939
0.406639
0.410360
0.410803
0.410859
0.416831
0.332728
0.323594
0.330956
0.427799
0.650263
0.437809
0.348470
0.330405
0.418968
0.434514
3;64;img_3.jpg;3;
0.281876
0.284036
0.285593
0.284417
0.286585
0.282188
0.337978
0.413435
0.283523
0.286989
0.708081
0.325437
0.414754
0.427599
0.668773
0.326402
0.677652
0.420842
0.326916
0.673262
3;64;img_3.jpg;4;
0.227991
0.217591
0.221728
0.229501
0.217610
0.225979
0.220697
0.224868
0.242219
0.217527
0.413794
0.416931
0.413440
0.357072
0.682606
0.357312
0.451596
0.372841
0.356038
0.371843
3;64;img_4.jpg;1;
0.907179
0.918456
0.906231
0.909052
0.912764
0.908634
0.910179
0.907292
0.918131
0.913259
0.502591
0.506693
0.501088
0.502157
0.500385
0.507822
0.502883
0.503703
0.507152
0.508302
3;64;img_4.jpg;2;
0.463440
0.467510
0.466148
0.465435
0.465112
0.464416
0.461770
0.460629
0.462608
0.459839
0.488261
0.711502
0.378245
0.380457
0.678204
0.357184
0.736481
0.751496
0.375758
0.490217
3;64;img_4.jpg;3;
0.317509
0.320815
0.318124
0.317432
0.317727
0.317723
0.319809
0.320080
0.318432
0.317534
0.749165
0.425198
0.456124
0.464199
0.354296
0.520902
0.752717
0.366934
0.420906
0.427944
3;64;img_4.jpg;4;
0.247342
0.244779
0.261126
0.277113
0.244325
0.246066
0.243769
0.244680
0.248076
0.247845
0.400757
0.457773
0.484734
0.537082
0.772190
0.792710
0.467930
0.804077
0.402292
0.767943
3;64;img_5.jpg;1;
